학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000008225,광운중학교,중학교,1965-05-20,사립,본교,운영,서울특별시 노원구 월계동 500,서울특별시 노원구 광운로1길 24,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.61923977,127.0565452,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008259,가원중학교,중학교,1988-12-24,공립,본교,운영,서울특별시 송파구 가락동 106-3,서울특별시 송파구 중대로10길 40-18,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.49099949,127.1231711,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008460,신일중학교,중학교,1966-10-13,사립,본교,운영,서울특별시 강북구 미아동 193-1,서울특별시 강북구 솔매로49길 20,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.62796722,127.028427,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008155,광성중학교,중학교,1894-04-06,사립,본교,운영,서울특별시 마포구 신수동 91-20,서울특별시 마포구 신수로8길 20,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.54869756,126.9359696,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008091,청량중학교,중학교,1951-08-30,공립,본교,운영,서울특별시 동대문구 청량리동 14,서울특별시 동대문구 왕산로 301,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.58821921,127.0506226,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008250,용강중학교,중학교,1968-10-17,공립,본교,운영,서울특별시 용산구 이촌동 301-78,서울특별시 용산구 이촌로65가길 91,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.52157693,126.9754853,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008409,성보중학교,중학교,1982-05-31,사립,본교,운영,서울특별시 관악구 신림동 1690,서울특별시 관악구 남부순환로156길 39,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.48072837,126.9209573,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008242,장원중학교,중학교,1968-10-02,공립,본교,운영,서울특별시 중구 신당동 432-35,서울특별시 중구 동호로15길 93-34,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.55396452,127.0060429,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008223,중평중학교,중학교,1990-05-06,공립,본교,운영,서울특별시 노원구 하계동 271-2,서울특별시 노원구 동일로203길 87,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.63697638,127.062393,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008267,방이중학교,중학교,1985-04-12,공립,본교,운영,서울특별시 송파구 방이동 53,서울특별시 송파구 오금로11길 64,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.51501058,127.1132445,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008375,숙명여자중학교,중학교,1906-05-22,사립,본교,운영,서울특별시 강남구 도곡동 91,서울특별시 강남구 남부순환로 2807,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.49147536,127.0526126,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008210,한천중학교,중학교,1992-04-29,공립,본교,운영,서울특별시 노원구 공릉동 481,서울특별시 노원구 공릉로 265,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.63131395,127.072468,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008157,홍익대학교사범대학부속여자중학교,중학교,1968-03-12,사립,본교,운영,서울특별시 마포구 성산동 산11-31,서울특별시 마포구 성미산로 51,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.55964474,126.9132084,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008454,솔샘중학교,중학교,2009-06-10,공립,본교,운영,서울특별시 강북구 미아동 837-734,서울특별시 강북구 인수봉로 39,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.62366717,127.0121792,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008437,숭곡중학교,중학교,2011-05-06,공립,본교,운영,서울특별시 성북구 하월곡동 87-1,서울특별시 성북구 종암로 208,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.60847848,127.0312998,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008125,대성중학교,중학교,1969-01-15,사립,본교,운영,서울특별시 은평구 갈현동 267-17,서울특별시 은평구 갈현로29길 51-24,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.62314228,126.9097907,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008459,서라벌중학교,중학교,1956-03-05,사립,본교,운영,서울특별시 강북구 우이동 103-9,서울특별시 강북구 삼양로155길 37-9,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.65698403,127.0114883,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008222,중원중학교,중학교,1991-05-06,공립,본교,운영,서울특별시 노원구 중계동 511-3,서울특별시 노원구 공릉로 420,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.64423868,127.0680295,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008400,신관중학교,중학교,1984-04-27,공립,본교,운영,서울특별시 관악구 신림동 산168-10,서울특별시 관악구 신림로48길 17-16,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.48020125,126.9344522,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008386,장승중학교,중학교,1985-04-24,공립,본교,운영,서울특별시 동작구 상도동 175-1,서울특별시 동작구 장승배기로10가길 25,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.50314858,126.940834,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008377,은성중학교,중학교,1946-10-15,사립,본교,운영,서울특별시 강남구 도곡동 938-10,서울특별시 강남구 남부순환로359길 36,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.48837857,127.0352324,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008390,동양중학교,중학교,1951-03-03,사립,본교,운영,서울특별시 동작구 흑석동 198-90,서울특별시 동작구 흑석로9길 94,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.51022314,126.9574775,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008414,동마중학교,중학교,1985-04-26,공립,본교,운영,서울특별시 성동구 마장동 405-45,서울특별시 성동구 마조로11길 18,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2024-07-09,37.56280251,127.0403512,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008176,난곡중학교,중학교,1980-05-06,공립,본교,운영,서울특별시 금천구 독산동 906-41,서울특별시 금천구 문성로 67,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.47804558,126.9107916,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008372,휘문중학교,중학교,1906-05-01,사립,본교,운영,서울특별시 강남구 대치동 952-1,서울특별시 강남구 역삼로 541,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.50528945,127.061984,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008420,한양대학교사범대학부속중학교,중학교,1960-01-18,사립,본교,운영,서울특별시 성동구 사근동 223,서울특별시 성동구 마조로 42,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2024-07-09,37.56191884,127.042324,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008136,홍은중학교,중학교,1984-05-18,공립,본교,운영,서울특별시 서대문구 홍은동 183,서울특별시 서대문구 연희로41길 94,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.59189151,126.9357524,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008158,동도중학교,중학교,1962-06-28,사립,본교,운영,서울특별시 마포구 염리동 150,서울특별시 마포구 백범로 139,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.54670177,126.9469053,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008133,신연중학교,중학교,1987-04-20,공립,본교,운영,서울특별시 서대문구 연희동 1-107,서울특별시 서대문구 모래내로 408,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.58271543,126.9398364,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008353,동덕여자중학교,중학교,1910-04-27,사립,본교,운영,서울특별시 서초구 방배동 산81-5,서울특별시 서초구 효령로2길 123-5,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.47587863,126.991995,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008165,고척중학교,중학교,1985-05-06,공립,본교,운영,서울특별시 구로구 고척동 76-2,서울특별시 구로구 중앙로3길 20,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.49974083,126.8613425,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008387,강현중학교,중학교,1968-08-06,공립,본교,운영,서울특별시 동작구 상도동 335-5,서울특별시 동작구 상도로13라길 22,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.50311599,126.9307563,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008388,문창중학교,중학교,1981-05-08,공립,본교,운영,서울특별시 동작구 신대방동 364-58,서울특별시 동작구 여의대방로22나길 40,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.495803,126.9224055,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008380,국사봉중학교,중학교,1986-04-23,공립,본교,운영,서울특별시 동작구 상도동 214-437,서울특별시 동작구 양녕로20길 20,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.49353263,126.9440557,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008373,단국대학교사범대학부속중학교,중학교,1947-11-03,사립,본교,운영,서울특별시 강남구 대치동 1013-2,서울특별시 강남구 도곡로64길 21,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.49561749,127.0577682,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008302,신목중학교,중학교,1986-05-12,공립,본교,운영,서울특별시 양천구 목동 902-1,서울특별시 양천구 목동중앙로 88,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.53702399,126.8730725,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008355,언북중학교,중학교,1982-09-14,공립,본교,운영,서울특별시 강남구 논현동 69,서울특별시 강남구 도산대로38길 27,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.51942855,127.0331263,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008408,광신중학교,중학교,1951-10-10,사립,본교,운영,서울특별시 관악구 신림동 산87-6,서울특별시 관악구 광신길 141,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.4644762,126.9259406,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008101,봉화중학교,중학교,1985-05-01,공립,본교,운영,서울특별시 중랑구 망우동 122-1,서울특별시 중랑구 망우로70길 89,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.59582753,127.1043156,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008428,용곡중학교,중학교,1983-05-04,공립,본교,운영,서울특별시 광진구 중곡동 176-77,서울특별시 광진구 용마산로22길 76,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2024-07-09,37.56595126,127.0890896,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008152,성산중학교,중학교,1967-10-27,공립,본교,운영,서울특별시 마포구 합정동 365-1,서울특별시 마포구 성지1길 32-13,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.54731637,126.9165629,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008456,인수중학교,중학교,1986-05-04,공립,본교,운영,서울특별시 강북구 수유동 551,서울특별시 강북구 인수봉로75길 10,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.64386667,127.0099213,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008172,문성중학교,중학교,1990-05-04,공립,본교,운영,서울특별시 금천구 독산동 61,서울특별시 금천구 독산로102길 78,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.4754682,126.9084938,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008277,배명중학교,중학교,1934-10-07,사립,본교,운영,서울특별시 송파구 삼전동 172-1,서울특별시 송파구 삼학사로 11,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.4976895,127.0958118,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008095,동국대학교사범대학부속중학교,중학교,1947-06-24,사립,본교,운영,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 201,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.57804718,127.075171,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008183,문래중학교,중학교,1986-05-04,공립,본교,운영,서울특별시 영등포구 문래동6가 44,서울특별시 영등포구 선유서로13길 6,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.52041829,126.8841404,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008366,수서중학교,중학교,1993-04-30,공립,본교,운영,서울특별시 강남구 수서동 710,서울특별시 강남구 광평로59길 57,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.49120377,127.1023799,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008110,장안중학교,중학교,1969-11-11,공립,본교,운영,서울특별시 중랑구 중화동 288-26,서울특별시 중랑구 동일로 780,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.60077444,127.0809965,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008261,신천중학교,중학교,1975-11-14,공립,본교,운영,서울특별시 송파구 잠실동 19-4,서울특별시 송파구 백제고분로 11,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.51625001,127.0792834,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008260,문정중학교,중학교,1990-01-20,공립,본교,운영,서울특별시 송파구 문정동 12-1,서울특별시 송파구 문정로 73,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.48848095,127.1300209,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008228,청원중학교,중학교,1955-04-27,사립,본교,운영,서울특별시 노원구 상계동 641,서울특별시 노원구 한글비석로 506,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.66525155,127.0625329,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008086,장평중학교,중학교,1967-10-20,공립,본교,운영,서울특별시 동대문구 장안동 352,서울특별시 동대문구 답십리로72길 158,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.56685961,127.0704776,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008426,광양중학교,중학교,1986-04-18,공립,본교,운영,서울특별시 광진구 자양동 674,서울특별시 광진구 자양로3길 7,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2024-07-09,37.53089134,127.08617,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008204,상원중학교,중학교,1993-06-07,공립,본교,운영,서울특별시 노원구 상계동 632,서울특별시 노원구 수락산로 182,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.67176621,127.059504,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008170,우신중학교,중학교,1974-03-05,사립,본교,운영,서울특별시 구로구 궁동 230,서울특별시 구로구 부일로 917,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.49490231,126.8263536,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008092,전동중학교,중학교,1985-05-03,공립,본교,운영,서울특별시 동대문구 휘경동 49-295,서울특별시 동대문구 장안벚꽃로 291,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.58619359,127.0709291,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008397,봉원중학교,중학교,1969-11-11,공립,본교,운영,서울특별시 관악구 봉천동 25-19,서울특별시 관악구 관악로24가길 15,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.48410274,126.9588909,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008211,상계중학교,중학교,1986-05-01,공립,본교,운영,서울특별시 노원구 상계동 195-5,서울특별시 노원구 노원로 398,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.65260154,127.0689222,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008275,문현중학교,중학교,2009-04-16,공립,본교,운영,서울특별시 송파구 장지동 838-3,서울특별시 송파구 충민로 99,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.48058417,127.1279464,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008097,휘경여자중학교,중학교,1970-05-19,사립,본교,운영,서울특별시 동대문구 휘경동 43-7,서울특별시 동대문구 한천로 247,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.58190052,127.0674341,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008178,문일중학교,중학교,1967-12-14,사립,본교,운영,서울특별시 금천구 시흥동 559-1,서울특별시 금천구 시흥대로47길 45,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.44891526,126.8987207,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008434,서울대학교사범대학부설중학교,중학교,1946-09-01,국립,본교,운영,서울특별시 성북구 종암동 7-10,서울특별시 성북구 월곡로 36,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.59582047,127.0391333,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008264,석촌중학교,중학교,1982-01-07,공립,본교,운영,서울특별시 송파구 가락동 43,서울특별시 송파구 송이로15길 13,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.50145499,127.1211174,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008354,서문여자중학교,중학교,1978-12-29,사립,본교,운영,서울특별시 서초구 방배동 1514,서울특별시 서초구 동광로12길 84,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.48891973,126.984562,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000025385,강빛중학교,중학교,2021-03-01,공립,본교,운영,서울특별시 강동구 강일동 121-3,서울특별시 강동구 아리수로93다길 1,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.57434332,127.1707749,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008096,정화여자중학교,중학교,1908-09-01,사립,본교,운영,서울특별시 동대문구 제기동 293,서울특별시 동대문구 홍릉로15길 50,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.58604864,127.041008,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000026185,항동중학교,중학교,2020-03-01,공립,본교,운영,서울특별시 구로구 항동 22-5,서울특별시 구로구 연동로 239-2,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.48285456,126.82019,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008123,덕산중학교,중학교,1988-04-19,공립,본교,운영,서울특별시 은평구 신사동 265-4,서울특별시 은평구 가좌로 400,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.6022574,126.9046771,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008209,태랑중학교,중학교,2002-05-07,공립,본교,운영,서울특별시 노원구 공릉동 117,서울특별시 노원구 화랑로51나길 51,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.62698409,127.0913718,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000025376,위례솔중학교,중학교,2022-05-01,공립,본교,운영,서울특별시 송파구 거여동 649,서울특별시 송파구 위례북로2길 10,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.48701307,127.1505867,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008270,오금중학교,중학교,1987-04-21,공립,본교,운영,서울특별시 송파구 오금동 34,서울특별시 송파구 오금로35길 20,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.50527064,127.1288011,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008329,방원중학교,중학교,1994-05-12,공립,본교,운영,서울특별시 강서구 방화동 808,서울특별시 강서구 금낭화로 268,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.57597576,126.8086174,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008381,동작중학교,중학교,1984-12-08,공립,본교,운영,서울특별시 동작구 동작동 59-1,서울특별시 동작구 동작대로39가길 83,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.49546195,126.9778016,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008279,영파여자중학교,중학교,1967-10-28,사립,본교,운영,서울특별시 송파구 풍납동 501,서울특별시 송파구 올림픽로 565,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.53273562,127.1197395,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008378,강남중학교,중학교,1959-04-03,공립,본교,운영,서울특별시 동작구 대방동 390-6,서울특별시 동작구 대방동15길 29,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.50276263,126.9233466,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008163,개봉중학교,중학교,1984-05-04,공립,본교,운영,서울특별시 구로구 개봉동 24-2,서울특별시 구로구 고척로21나길 68,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.50352932,126.8423998,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008265,송파중학교,중학교,1978-10-10,공립,본교,운영,서울특별시 송파구 가락동 139,서울특별시 송파구 동남로 203,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.49592462,127.129914,2024-09-20,B555223,재단법인한국지방교육행정연구재단
